Unnamed: 0,outcome,cue,rep,interblock,iti,shape,sound,csOnset,usOnset,credit,distance,probeAns,score,thisTrialN,timestamp,designIndx,cueIndex,subjectID
159,coin,BZ,7,1,6807,circle,noise,48877.199999988086,52877.300000011914,20,138,-99,700,159,2021-10-09 14:44:21.842000+00:00,8,861,38
160,coin,AX,7,1,5674,star,buzz,60060.5,64077.0,10,365,-99,720,160,2021-10-09 14:44:33.042000+00:00,8,861,38
161,coin,A,7,1,5204,empty,buzz,70127.0,74143.59999996424,20,110,-99,730,161,2021-10-09 14:44:43.108000+00:00,8,861,38
162,probe,Y,7,1,6283,square,silent,79726.89999997616,83743.5,0,605,0,750,162,2021-10-09 14:44:52.708000+00:00,8,861,38
163,probe,BY,7,1,6367,square,noise,91643.39999997617,95659.89999997617,0,605,0,750,163,2021-10-09 14:45:04.625000+00:00,8,861,38
164,bomb,AX,7,1,3119,star,buzz,103726.5,107726.5,0,603,-99,750,164,2021-10-09 14:45:16.692000+00:00,8,861,38
165,coin,A,7,1,3450,empty,buzz,110876.39999997617,114893.0,20,128,-99,750,165,2021-10-09 14:45:23.858000+00:00,8,861,38
166,bomb,AW,7,1,4501,triangle,buzz,118676.39999997616,122676.30000001194,0,603,-99,770,166,2021-10-09 14:45:31.641000+00:00,8,861,38
167,coin,BY,7,1,5308,square,noise,127209.59999996425,131226.09999996427,0,605,-99,770,167,2021-10-09 14:45:40.191000+00:00,8,861,38
168,probe,B,7,1,6397,empty,noise,136559.5,140559.39999997616,0,603,-2,770,168,2021-10-09 14:45:49.524000+00:00,8,861,38
169,bomb,B,7,1,3207,empty,noise,149809.30000001192,153825.89999997616,0,605,-99,770,169,2021-10-09 14:46:02.791000+00:00,8,861,38
170,coin,A,7,1,5887,empty,buzz,157059.19999998808,161075.69999998808,20,120,-99,770,170,2021-10-09 14:46:10.040000+00:00,8,861,38
171,probe,AW,7,1,4444,triangle,buzz,167459.0,171458.89999997616,0,603,-2,790,171,2021-10-09 14:46:20.424000+00:00,8,861,38
172,coin,BZ,7,1,3205,circle,noise,178492.19999998808,182508.69999998808,20,123,-99,790,172,2021-10-09 14:46:31.473000+00:00,8,861,38
173,bomb,B,7,1,3473,empty,noise,186058.80000001192,190075.39999997613,0,605,-99,810,173,2021-10-09 14:46:39.040000+00:00,8,861,38
174,probe,Z,7,1,4984,circle,silent,193575.30000001192,197575.30000001192,0,603,-1,810,174,2021-10-09 14:46:46.540000+00:00,8,861,38
175,probe,BZ,7,1,5144,circle,noise,204075.19999998808,208091.69999998808,0,120,0,810,175,2021-10-09 14:46:57.056000+00:00,8,861,38
176,coin,A,7,1,4691,empty,buzz,215075.0,219074.89999997613,20,130,-99,810,176,2021-10-09 14:47:08.040000+00:00,8,861,38
177,probe,W,7,1,5353,triangle,silent,224058.19999998808,228058.19999998808,0,603,-1,830,177,2021-10-09 14:47:17.023000+00:00,8,861,38
178,bomb,AW,7,1,6477,triangle,buzz,235158.09999996427,239157.89999997613,0,603,-99,830,178,2021-10-09 14:47:28.123000+00:00,8,861,38
179,bomb,B,7,1,6398,empty,noise,245657.89999997613,249674.5,0,605,-99,830,179,2021-10-09 14:47:38.639000+00:00,8,861,38
180,bomb,B,7,1,3971,empty,noise,256091.19999998808,260107.69999998808,0,605,-99,830,180,2021-10-09 14:47:49.073000+00:00,8,861,38
181,probe,A,7,1,4593,empty,buzz,264107.89999997616,268107.59999996424,0,150,1,830,181,2021-10-09 14:47:57.073000+00:00,8,861,38
182,bomb,BY,8,1,3861,square,noise,15517.099999964235,19533.699999988083,0,605,-99,830,182,2021-10-09 14:48:51.455000+00:00,8,861,38
183,bomb,AW,8,1,3007,triangle,buzz,23416.89999997616,27433.599999964237,0,605,-99,830,183,2021-10-09 14:48:59.355000+00:00,8,861,38
184,probe,AW,8,1,6704,triangle,buzz,30466.89999997616,34483.399999976165,0,605,2,830,184,2021-10-09 14:49:06.405000+00:00,8,861,38
185,coin,A,8,1,3427,empty,buzz,42850.0,46849.800000011914,20,118,-99,830,185,2021-10-09 14:49:18.772000+00:00,8,861,38
186,probe,Z,8,1,6538,circle,silent,50650.199999988086,54666.5,0,605,2,850,186,2021-10-09 14:49:26.588000+00:00,8,861,38
187,bomb,B,8,1,6575,empty,noise,62433.0,66433.0,0,603,-99,850,187,2021-10-09 14:49:38.355000+00:00,8,861,38
188,bomb,B,8,1,4274,empty,noise,73032.89999997616,77049.5,0,605,-99,850,188,2021-10-09 14:49:48.971000+00:00,8,861,38
189,probe,Y,8,1,6359,square,silent,81349.39999997616,85349.30000001192,0,603,2,850,189,2021-10-09 14:49:57.271000+00:00,8,861,38
190,bomb,AW,8,1,5081,triangle,buzz,93966.0,97965.89999997617,0,603,-99,850,190,2021-10-09 14:50:09.887000+00:00,8,861,38
191,probe,BY,8,1,5521,square,noise,103065.80000001194,107065.80000001194,0,603,1,850,191,2021-10-09 14:50:18.987000+00:00,8,861,38
192,coin,A,8,1,3367,empty,buzz,115749.0,119748.89999997616,20,153,-99,850,192,2021-10-09 14:50:31.670000+00:00,8,861,38
193,probe,BZ,8,1,4650,circle,noise,123498.89999997616,127498.69999998806,0,133,2,870,193,2021-10-09 14:50:39.420000+00:00,8,861,38
194,bomb,AX,8,1,5205,star,buzz,133648.80000001192,137648.69999998808,0,603,-99,870,194,2021-10-09 14:50:49.570000+00:00,8,861,38
195,coin,BZ,8,1,4046,circle,noise,142881.80000001192,146881.80000001192,20,123,-99,870,195,2021-10-09 14:50:58.803000+00:00,8,861,38
196,bomb,B,8,1,3360,empty,noise,151265.09999996427,155281.69999998808,0,605,-99,890,196,2021-10-09 14:51:07.203000+00:00,8,861,38
197,probe,A,8,1,4834,empty,buzz,158664.89999997616,162665.0,0,133,2,890,197,2021-10-09 14:51:14.586000+00:00,8,861,38
198,probe,W,8,1,4595,triangle,silent,170314.89999997616,174314.80000001192,0,603,1,890,198,2021-10-09 14:51:26.236000+00:00,8,861,38
199,coin,BZ,8,1,3252,circle,noise,180664.69999998808,184664.69999998808,20,140,-99,890,199,2021-10-09 14:51:36.586000+00:00,8,861,38
200,probe,B,8,1,6197,empty,noise,188331.39999997613,192347.80000001192,0,605,0,910,200,2021-10-09 14:51:44.269000+00:00,8,861,38
201,coin,A,8,1,4433,empty,buzz,202631.09999996427,206631.0,20,120,-99,910,201,2021-10-09 14:51:58.552000+00:00,8,861,38
202,probe,AX,8,1,6876,star,buzz,211447.5,215447.39999997613,0,113,0,930,202,2021-10-09 14:52:07.368000+00:00,8,861,38
203,coin,A,8,1,3686,empty,buzz,224480.80000001192,228481.69999998808,20,113,-99,930,203,2021-10-09 14:52:20.403000+00:00,8,861,38
204,bomb,B,8,1,6237,empty,noise,232630.59999996427,236630.59999996427,0,603,-99,950,204,2021-10-09 14:52:28.551000+00:00,8,861,38
205,coin,AX,8,1,4874,star,buzz,242897.09999996427,246897.09999996427,20,30,-99,950,205,2021-10-09 14:52:38.818000+00:00,8,861,38
206,coin,BY,8,1,4394,square,noise,252213.69999998808,256230.30000001192,0,605,-99,970,206,2021-10-09 14:52:48.151000+00:00,8,861,38
207,probe,X,8,1,4714,star,silent,260646.89999997613,264663.5,0,605,0,970,207,2021-10-09 14:52:56.584000+00:00,8,861,38
208,coin,A,9,1,4185,empty,buzz,16274.30000001192,20290.900000035763,20,128,-99,970,208,2021-10-09 14:53:51.784000+00:00,8,861,38
209,coin,A,9,1,6692,empty,buzz,24957.5,28957.400000035763,20,158,-99,990,209,2021-10-09 14:54:00.450000+00:00,8,861,38
210,probe,A,9,1,3685,empty,buzz,36190.600000023835,40207.19999998808,0,148,2,1010,210,2021-10-09 14:54:11.700000+00:00,8,861,38
211,coin,A,9,1,6454,empty,buzz,45607.199999988086,49607.199999988086,20,115,-99,1010,211,2021-10-09 14:54:21.100000+00:00,8,861,38
212,coin,AX,9,1,4296,star,buzz,56573.600000023835,60573.69999998808,0,603,-99,1030,212,2021-10-09 14:54:32.066000+00:00,8,861,38
213,probe,AW,9,1,3398,triangle,buzz,64890.30000001192,68906.80000001192,0,605,0,1030,213,2021-10-09 14:54:40.400000+00:00,8,861,38
214,coin,BZ,9,1,3043,circle,noise,74623.60000002384,78623.30000001192,20,128,-99,1030,214,2021-10-09 14:54:50.116000+00:00,8,861,38
215,coin,BY,9,1,5490,square,noise,82040.90000003576,86056.60000002384,0,605,-99,1050,215,2021-10-09 14:54:57.549000+00:00,8,861,38
216,probe,X,9,1,3172,star,silent,91856.60000002383,95873.30000001194,0,605,0,1050,216,2021-10-09 14:55:07.366000+00:00,8,861,38
217,coin,BZ,9,1,6247,circle,noise,101206.5,105206.40000003576,20,145,-99,1050,217,2021-10-09 14:55:16.699000+00:00,8,861,38
218,bomb,AW,9,1,5642,triangle,buzz,111973.0,115989.5,0,605,-99,1070,218,2021-10-09 14:55:27.482000+00:00,8,861,38
219,probe,B,9,1,6623,empty,noise,121656.0,125656.0,0,603,-2,1070,219,2021-10-09 14:55:37.149000+00:00,8,861,38
220,bomb,AW,9,1,4366,triangle,buzz,134006.10000002384,138022.60000002384,0,605,-99,1070,220,2021-10-09 14:55:49.515000+00:00,8,861,38
221,probe,W,9,1,4988,triangle,silent,142405.90000003573,146422.5,0,605,-2,1070,221,2021-10-09 14:55:57.915000+00:00,8,861,38
222,bomb,B,9,1,5599,empty,noise,152905.80000001192,156905.60000002384,0,603,-99,1070,222,2021-10-09 14:56:08.399000+00:00,8,861,38
223,bomb,B,9,1,4718,empty,noise,162522.19999998808,166522.19999998808,0,603,-99,1070,223,2021-10-09 14:56:18.015000+00:00,8,861,38
224,probe,Z,9,1,3281,circle,silent,171272.10000002384,175271.90000003573,0,133,-1,1070,224,2021-10-09 14:56:26.765000+00:00,8,861,38
225,probe,BY,9,1,4642,square,noise,180438.60000002387,184438.60000002387,0,603,-1,1070,225,2021-10-09 14:56:35.932000+00:00,8,861,38
226,bomb,BY,9,1,6564,square,noise,191505.10000002387,195505.10000002387,0,603,-99,1070,226,2021-10-09 14:56:46.998000+00:00,8,861,38
227,bomb,AX,9,1,5730,star,buzz,202088.30000001192,206104.90000003573,0,605,-99,1070,227,2021-10-09 14:56:57.598000+00:00,8,861,38
228,bomb,B,9,1,4611,empty,noise,211854.80000001192,215854.69999998808,0,603,-99,1070,228,2021-10-09 14:57:07.348000+00:00,8,861,38
229,probe,AX,9,1,4142,star,buzz,220488.10000002387,224487.80000001192,0,100,-1,1070,229,2021-10-09 14:57:15.981000+00:00,8,861,38
230,probe,Y,9,1,3411,square,silent,230921.10000002387,234937.90000003573,0,605,-1,1070,230,2021-10-09 14:57:26.431000+00:00,8,861,38
231,coin,A,9,1,3730,empty,buzz,239987.80000001192,243987.69999998808,20,150,-99,1070,231,2021-10-09 14:57:35.481000+00:00,8,861,38
232,probe,BZ,9,1,3177,circle,noise,248220.90000003573,252221.10000002387,0,130,0,1090,232,2021-10-09 14:57:43.714000+00:00,8,861,38
233,bomb,B,9,1,5987,empty,noise,256787.60000002387,260787.5,0,603,-99,1090,233,2021-10-09 14:57:52.281000+00:00,8,861,38
0,coin,A,1,1,3137,empty,bell,21272.300000011917,25233.10000002384,20,83,-99,0,0,2021-10-09 16:12:23.797000+00:00,8,835,39
1,coin,A,1,1,5379,empty,bell,28999.699999988083,33016.100000023835,20,135,-99,20,1,2021-10-09 16:12:31.580000+00:00,8,835,39
2,bomb,B,1,1,3775,empty,noise,38949.40000003576,42949.30000001192,0,603,-99,40,2,2021-10-09 16:12:41.513000+00:00,8,835,39
3,coin,AX,1,1,3566,triangle,bell,46766.100000023835,50765.90000003576,0,445,-99,40,3,2021-10-09 16:12:49.330000+00:00,8,835,39
4,probe,Y,1,1,5463,circle,silent,56149.300000011914,60149.100000023835,0,258,1,40,4,2021-10-09 16:12:58.713000+00:00,8,835,39
5,probe,AX,1,1,4866,triangle,bell,74599.0,78598.90000003576,0,135,2,40,5,2021-10-09 16:13:17.163000+00:00,8,835,39
6,bomb,B,1,1,4626,empty,noise,87798.80000001192,91815.40000003576,0,605,-99,40,6,2021-10-09 16:13:30.379000+00:00,8,835,39
7,probe,Z,1,1,6729,square,silent,96465.40000003576,100482.0,0,450,2,40,7,2021-10-09 16:13:39.046000+00:00,8,835,39
8,probe,W,1,1,6864,star,silent,114815.19999998806,118815.10000002384,0,603,0,40,8,2021-10-09 16:13:57.379000+00:00,8,835,39
9,bomb,B,1,1,4325,empty,noise,129381.60000002384,133398.19999998808,0,605,-99,40,9,2021-10-09 16:14:11.962000+00:00,8,835,39
10,bomb,BY,1,1,5689,circle,noise,137748.30000001192,141764.80000001192,-10,323,-99,40,10,2021-10-09 16:14:20.329000+00:00,8,835,39
11,probe,BY,1,1,5632,circle,noise,149514.80000001192,153531.30000001192,0,605,-2,30,11,2021-10-09 16:14:32.095000+00:00,8,835,39
12,coin,BY,1,1,3455,circle,noise,161781.19999998808,165781.10000002384,0,603,-99,30,12,2021-10-09 16:14:44.345000+00:00,8,835,39
13,probe,A,1,1,6608,empty,bell,170864.5,174881.10000002384,0,135,0,30,13,2021-10-09 16:14:53.445000+00:00,8,835,39
14,coin,A,1,1,5254,empty,bell,187014.19999998808,191030.80000001192,20,133,-99,30,14,2021-10-09 16:15:09.595000+00:00,8,835,39
15,probe,B,1,1,3165,empty,noise,196864.10000002387,200864.0,0,603,-2,50,15,2021-10-09 16:15:19.428000+00:00,8,835,39
16,coin,BZ,1,1,4122,square,noise,207530.69999998808,211530.60000002387,10,335,-99,50,16,2021-10-09 16:15:30.095000+00:00,8,835,39
17,bomb,AX,1,1,5835,triangle,bell,216197.19999998808,220213.80000001192,-20,160,-99,60,17,2021-10-09 16:15:38.778000+00:00,8,835,39
18,probe,AW,1,1,4284,star,bell,226830.40000003573,230830.40000003573,0,603,-2,40,18,2021-10-09 16:15:49.394000+00:00,8,835,39
19,bomb,AW,1,1,5943,star,bell,237680.19999998808,241680.19999998808,0,603,-99,40,19,2021-10-09 16:16:00.244000+00:00,8,835,39
20,coin,BZ,1,1,6952,square,noise,247646.80000001192,251664.5,20,160,-99,40,20,2021-10-09 16:16:10.228000+00:00,8,835,39
21,bomb,B,1,1,5600,empty,noise,259029.90000003573,263030.0,0,603,-99,60,21,2021-10-09 16:16:21.594000+00:00,8,835,39
22,probe,X,1,1,5562,triangle,silent,268646.5,272663.10000002384,0,605,0,60,22,2021-10-09 16:16:31.227000+00:00,8,835,39
23,coin,A,1,1,6155,empty,bell,282863.0,286862.90000003576,20,130,-99,60,23,2021-10-09 16:16:45.427000+00:00,8,835,39
24,probe,BZ,1,1,4732,square,noise,293412.8000000119,297429.40000003576,0,153,0,80,24,2021-10-09 16:16:55.994000+00:00,8,835,39
25,bomb,AW,1,1,4384,star,bell,304862.6999999881,308879.1999999881,0,605,-99,80,25,2021-10-09 16:17:07.443000+00:00,8,835,39
26,bomb,B,2,1,5985,empty,noise,16094.5,20094.300000011917,0,603,-99,80,26,2021-10-09 16:18:12.059000+00:00,8,835,39
27,coin,BZ,2,1,5239,square,noise,26111.0,30110.900000035763,10,315,-99,80,27,2021-10-09 16:18:22.075000+00:00,8,835,39
28,coin,A,2,1,5019,empty,bell,36044.200000047684,40044.100000023835,20,123,-99,90,28,2021-10-09 16:18:32.009000+00:00,8,835,39
29,probe,AW,2,1,4171,star,bell,45610.800000011914,49610.600000023835,0,603,-2,110,29,2021-10-09 16:18:41.575000+00:00,8,835,39
30,bomb,AW,2,1,3464,star,bell,57643.90000003576,61660.5,0,605,-99,110,30,2021-10-09 16:18:53.625000+00:00,8,835,39
31,probe,B,2,1,3837,empty,noise,65143.70000004768,69143.90000003576,0,540,-2,110,31,2021-10-09 16:19:01.108000+00:00,8,835,39
32,coin,A,2,1,5307,empty,bell,76560.30000001192,80576.90000003576,20,148,-99,110,32,2021-10-09 16:19:12.541000+00:00,8,835,39
33,probe,X,2,1,5262,triangle,silent,86310.10000002384,90310.10000002383,0,340,0,130,33,2021-10-09 16:19:22.275000+00:00,8,835,39
34,bomb,BY,2,1,3705,circle,noise,100009.90000003576,104026.60000002383,-10,293,-99,130,34,2021-10-09 16:19:35.991000+00:00,8,835,39
35,bomb,B,2,1,4448,empty,noise,108643.20000004767,112659.80000001194,0,605,-99,120,35,2021-10-09 16:19:44.625000+00:00,8,835,39
36,bomb,B,2,1,5777,empty,noise,117126.5,121143.0,0,605,-99,120,36,2021-10-09 16:19:53.108000+00:00,8,835,39
37,probe,BY,2,1,6359,circle,noise,126942.90000003575,130942.90000003575,0,603,-2,120,37,2021-10-09 16:20:02.908000+00:00,8,835,39
38,probe,Y,2,1,4147,circle,silent,140509.40000003573,144509.30000001192,0,603,-2,120,38,2021-10-09 16:20:16.474000+00:00,8,835,39
39,bomb,B,2,1,6971,empty,noise,151825.80000001192,155825.80000001192,0,603,-99,120,39,2021-10-09 16:20:27.790000+00:00,8,835,39
40,coin,AX,2,1,5667,triangle,bell,162825.80000001192,166825.70000004768,10,225,-99,120,40,2021-10-09 16:20:38.790000+00:00,8,835,39
41,probe,W,2,1,5222,star,silent,173092.30000001192,177092.20000004765,0,603,-2,130,41,2021-10-09 16:20:49.056000+00:00,8,835,39
42,probe,Z,2,1,3851,square,silent,185458.70000004765,189475.40000003573,0,453,-2,130,42,2021-10-09 16:21:01.439000+00:00,8,835,39
43,coin,BZ,2,1,3187,square,noise,197742.0,201758.5,10,385,-99,130,43,2021-10-09 16:21:13.722000+00:00,8,835,39
44,probe,A,2,1,4805,empty,bell,205191.90000003573,209208.40000003573,0,145,0,140,44,2021-10-09 16:21:21.173000+00:00,8,835,39
45,coin,A,2,1,4080,empty,bell,218041.70000004765,222041.60000002387,20,123,-99,140,45,2021-10-09 16:21:34.006000+00:00,8,835,39
46,coin,A,2,1,5338,empty,bell,226924.80000001192,230941.60000002387,20,150,-99,160,46,2021-10-09 16:21:42.906000+00:00,8,835,39
47,probe,AX,2,1,6528,triangle,bell,236974.80000001192,240991.40000003573,0,380,1,180,47,2021-10-09 16:21:52.956000+00:00,8,835,39
48,coin,BY,2,1,4035,circle,noise,251257.90000003573,255274.40000003573,0,440,-99,180,48,2021-10-09 16:22:07.239000+00:00,8,835,39
49,bomb,AX,2,1,4366,triangle,bell,262774.40000003576,266774.3000000119,-20,163,-99,180,49,2021-10-09 16:22:18.739000+00:00,8,835,39
50,bomb,AW,2,1,5887,star,bell,274191.0,278190.90000003576,0,603,-99,160,50,2021-10-09 16:22:30.155000+00:00,8,835,39
51,probe,BZ,2,1,6864,square,noise,284107.5,288124.0,0,328,2,160,51,2021-10-09 16:22:40.089000+00:00,8,835,39
52,coin,BY,3,1,3943,circle,noise,16640.199999988083,20640.199999988083,10,373,-99,160,52,2021-10-09 16:23:43.504000+00:00,8,835,39
53,probe,BY,3,1,6658,circle,noise,25256.699999988083,29256.699999988083,0,185,2,170,53,2021-10-09 16:23:52.121000+00:00,8,835,39
54,bomb,B,3,1,4656,empty,noise,41923.19999998808,45923.09999996424,0,603,-99,170,54,2021-10-09 16:24:08.787000+00:00,8,835,39
55,probe,W,3,1,3131,star,silent,50606.399999976165,54623.0,0,605,0,170,55,2021-10-09 16:24:17.487000+00:00,8,835,39
56,probe,A,3,1,6217,empty,bell,61972.899999976165,65989.5,0,163,2,170,56,2021-10-09 16:24:28.853000+00:00,8,835,39
57,bomb,AX,3,1,6678,triangle,bell,77256.0,81256.0,-10,345,-99,170,57,2021-10-09 16:24:44.120000+00:00,8,835,39
58,coin,A,3,1,6893,empty,bell,88639.19999998806,92655.79999995233,20,130,-99,160,58,2021-10-09 16:24:55.519000+00:00,8,835,39
59,probe,X,3,1,5675,triangle,silent,100089.0,104105.59999996424,0,605,1,180,59,2021-10-09 16:25:06.969000+00:00,8,835,39
60,coin,A,3,1,4146,empty,bell,114172.19999998806,118188.79999995233,20,118,-99,180,60,2021-10-09 16:25:21.053000+00:00,8,835,39
61,probe,BZ,3,1,5077,square,noise,122988.69999998806,127005.29999995233,0,348,2,200,61,2021-10-09 16:25:29.870000+00:00,8,835,39
62,bomb,BY,3,1,4830,circle,noise,136571.89999997616,140571.69999998808,-10,338,-99,200,62,2021-10-09 16:25:43.436000+00:00,8,835,39
63,coin,A,3,1,6169,empty,bell,146071.69999998808,150071.59999996427,20,130,-99,190,63,2021-10-09 16:25:52.936000+00:00,8,835,39
64,probe,Y,3,1,6122,circle,silent,156671.5,160688.09999996427,0,605,0,210,64,2021-10-09 16:26:03.553000+00:00,8,835,39
65,probe,AX,3,1,6794,triangle,bell,169104.89999997616,173121.39999997616,0,605,-2,210,65,2021-10-09 16:26:15.986000+00:00,8,835,39
66,bomb,AW,3,1,5523,star,bell,181987.89999997613,186004.5,0,605,-99,210,66,2021-10-09 16:26:28.869000+00:00,8,835,39
67,probe,Z,3,1,5308,square,silent,191554.39999997613,195554.39999997613,0,533,-2,210,67,2021-10-09 16:26:38.419000+00:00,8,835,39
68,bomb,B,3,1,6196,empty,noise,205420.89999997613,209437.39999997613,0,605,-99,210,68,2021-10-09 16:26:52.302000+00:00,8,835,39
69,bomb,B,3,1,3634,empty,noise,215654.19999998808,219653.89999997613,0,603,-99,210,69,2021-10-09 16:27:02.518000+00:00,8,835,39
70,coin,BZ,3,1,5980,square,noise,223320.59999996427,227337.29999995232,0,605,-99,210,70,2021-10-09 16:27:10.202000+00:00,8,835,39
71,probe,AW,3,1,4934,star,bell,233337.19999998808,237337.0,0,603,-2,210,71,2021-10-09 16:27:20.201000+00:00,8,835,39
72,bomb,AW,3,1,6808,star,bell,244653.79999995232,248653.59999996427,0,603,-99,210,72,2021-10-09 16:27:31.517000+00:00,8,835,39
73,probe,B,3,1,5820,empty,noise,255486.89999997613,259486.79999995232,0,605,-2,210,73,2021-10-09 16:27:42.351000+00:00,8,835,39
74,coin,BZ,3,1,4625,square,noise,267903.39999997616,271903.2999999523,0,445,-99,210,74,2021-10-09 16:27:54.767000+00:00,8,835,39
75,coin,A,3,1,3460,empty,bell,278669.89999997616,282669.7999999523,20,170,-99,210,75,2021-10-09 16:28:05.534000+00:00,8,835,39
76,coin,AX,3,1,3350,triangle,bell,286819.7999999523,290836.39999997616,0,605,-99,230,76,2021-10-09 16:28:13.700000+00:00,8,835,39
77,bomb,B,3,1,6528,empty,noise,295203.0,299219.59999996424,0,605,-99,230,77,2021-10-09 16:28:22.083000+00:00,8,835,39
78,probe,Y,4,1,6948,circle,silent,16299.0,20315.600000023842,0,500,-2,230,78,2021-10-09 16:29:27.766000+00:00,8,835,39
79,coin,A,4,1,5262,empty,bell,31732.199999988083,35748.80000001192,20,140,-99,230,79,2021-10-09 16:29:43.199000+00:00,8,835,39
80,probe,A,4,1,6972,empty,bell,41415.30000001192,45431.800000011914,0,165,0,250,80,2021-10-09 16:29:52.882000+00:00,8,835,39
81,coin,A,4,1,5281,empty,bell,56648.399999976165,60648.19999998808,20,143,-99,250,81,2021-10-09 16:30:08.099000+00:00,8,835,39
82,bomb,B,4,1,4766,empty,noise,66431.60000002384,70431.60000002384,0,603,-99,270,82,2021-10-09 16:30:17.882000+00:00,8,835,39
83,probe,BY,4,1,3943,circle,noise,75864.89999997616,79881.39999997616,0,360,0,270,83,2021-10-09 16:30:27.332000+00:00,8,835,39
84,bomb,AX,4,1,6518,triangle,bell,87781.30000001192,91781.30000001194,0,455,-99,270,84,2021-10-09 16:30:39.232000+00:00,8,835,39
85,coin,AX,4,1,4830,triangle,bell,98864.5,102881.19999998806,0,605,-99,270,85,2021-10-09 16:30:50.331000+00:00,8,835,39
86,probe,AX,4,1,3359,triangle,bell,107731.10000002383,111747.60000002383,0,605,-2,270,86,2021-10-09 16:30:59.198000+00:00,8,835,39
87,coin,BZ,4,1,6043,square,noise,117747.69999998806,121747.5,10,360,-99,270,87,2021-10-09 16:31:09.198000+00:00,8,835,39
88,probe,BZ,4,1,3976,square,noise,128280.80000001194,132280.60000002384,0,285,0,280,88,2021-10-09 16:31:19.731000+00:00,8,835,39
89,bomb,B,4,1,4939,empty,noise,139914.0,143913.89999997616,0,603,-99,280,89,2021-10-09 16:31:31.365000+00:00,8,835,39
90,probe,X,4,1,3477,triangle,silent,148880.60000002384,152880.39999997616,0,603,-2,280,90,2021-10-09 16:31:40.331000+00:00,8,835,39
91,probe,Z,4,1,6222,square,silent,161113.60000002384,165113.5,0,415,0,280,91,2021-10-09 16:31:52.565000+00:00,8,835,39
92,bomb,AW,4,1,3548,star,bell,174230.10000002384,178230.10000002387,0,603,-99,280,92,2021-10-09 16:32:05.681000+00:00,8,835,39
93,coin,A,4,1,4271,empty,bell,181796.69999998808,185796.5,20,158,-99,280,93,2021-10-09 16:32:13.248000+00:00,8,835,39
94,bomb,B,4,1,5327,empty,noise,191729.89999997613,195746.5,0,605,-99,300,94,2021-10-09 16:32:23.197000+00:00,8,835,39
95,probe,B,4,1,5543,empty,noise,201096.39999997613,205096.30000001192,0,603,-2,300,95,2021-10-09 16:32:32.547000+00:00,8,835,39
96,probe,AW,4,1,6181,star,bell,215312.89999997613,219329.5,0,605,-2,300,96,2021-10-09 16:32:46.780000+00:00,8,835,39
97,bomb,AW,4,1,3920,star,bell,228162.69999998808,232162.60000002387,0,603,-99,300,97,2021-10-09 16:32:59.613000+00:00,8,835,39
98,coin,BY,4,1,6541,circle,noise,236112.69999998808,240112.5,0,468,-99,300,98,2021-10-09 16:33:07.563000+00:00,8,835,39
99,bomb,BY,4,1,6754,circle,noise,248179.19999998808,252195.69999998808,-20,178,-99,300,99,2021-10-09 16:33:19.646000+00:00,8,835,39
100,coin,A,4,1,3748,empty,bell,263212.1999999881,267228.8000000119,20,135,-99,280,100,2021-10-09 16:33:34.680000+00:00,8,835,39
101,coin,BZ,4,1,4997,square,noise,271695.5,275712.0,10,353,-99,300,101,2021-10-09 16:33:43.163000+00:00,8,835,39
102,bomb,B,4,1,6918,empty,noise,281062.0,285061.89999997616,0,558,-99,310,102,2021-10-09 16:33:52.513000+00:00,8,835,39
103,probe,W,4,1,4922,star,silent,292011.8000000119,296028.39999997616,0,605,-2,310,103,2021-10-09 16:34:03.479000+00:00,8,835,39
104,bomb,AW,5,1,5068,star,bell,18981.699999988083,22981.60000002384,0,603,-99,310,104,2021-10-09 16:35:00.045000+00:00,8,835,39
105,probe,W,5,1,6138,star,silent,28081.60000002384,32081.5,0,603,-2,310,105,2021-10-09 16:35:09.145000+00:00,8,835,39
106,bomb,BY,5,1,6346,circle,noise,41481.40000003576,45481.300000011914,0,435,-99,310,106,2021-10-09 16:35:22.545000+00:00,8,835,39
107,coin,A,5,1,5004,empty,bell,52447.90000003576,56464.40000003576,20,158,-99,310,107,2021-10-09 16:35:33.528000+00:00,8,835,39
108,bomb,AW,5,1,5342,star,bell,61947.69999998808,65964.19999998808,0,605,-99,330,108,2021-10-09 16:35:43.028000+00:00,8,835,39
109,bomb,B,5,1,5634,empty,noise,71330.90000003576,75347.5,0,605,-99,330,109,2021-10-09 16:35:52.411000+00:00,8,835,39
110,probe,B,5,1,5982,empty,noise,81014.19999998808,85030.60000002384,0,605,-2,330,110,2021-10-09 16:36:02.094000+00:00,8,835,39
111,bomb,B,5,1,3988,empty,noise,93797.30000001194,97797.30000001194,0,603,-99,330,111,2021-10-09 16:36:14.861000+00:00,8,835,39
112,probe,AW,5,1,3789,star,bell,101813.80000001194,105830.40000003576,0,605,-2,330,112,2021-10-09 16:36:22.893000+00:00,8,835,39
113,coin,A,5,1,5137,empty,bell,111713.69999998806,115730.30000001194,20,148,-99,330,113,2021-10-09 16:36:32.793000+00:00,8,835,39
114,bomb,B,5,1,3177,empty,noise,121213.5,125230.19999998806,0,605,-99,350,114,2021-10-09 16:36:42.293000+00:00,8,835,39
115,probe,A,5,1,4851,empty,bell,128430.10000002384,132430.10000002384,0,185,-2,350,115,2021-10-09 16:36:49.493000+00:00,8,835,39
